住所,区,地域,ジャンル,店舗名,取扱商品,カテゴリ,カテゴリ(麺類),カテゴリ(薬局),カテゴリ(衣服),カテゴリ(洋菓子)
新潟県新潟市北区白新町,北区,白新町,その他,渡邊佛壇店,仏壇仏具・神棚・ろうそく・線香等,暮らす,0,0,0,0
新潟県新潟市北区柳原,北区,柳原,その他,割野屋商店,電動工具・建築建設・水道用品,暮らす,0,0,0,0
新潟県新潟市北区白新町,北区,白新町,食品スーパー,キューピット豊栄店,スーパー,チェーンストア,0,0,0,0
新潟県新潟市北区早通北,北区,早通北,食品スーパー,キューピット早通店,スーパー,チェーンストア,0,0,0,0
新潟県新潟市北区三軒屋町,北区,三軒屋町,食品スーパー,キューピット松浜店,スーパー,チェーンストア,0,0,0,0
新潟県新潟市北区新崎,北区,新崎,ホームセンター,ダイソー新崎店,生活用品,チェーンストア,0,0,0,0
新潟県新潟市北区かぶとやま,北区,かぶとやま,ホームセンター,ひらせいホームセンター豊栄インター店,生活用品,チェーンストア,0,0,0,0
新潟県新潟市北区新崎,北区,新崎,ホームセンター,ひらせいホームセンター新崎店,生活用品,チェーンストア,0,0,0,0
新潟県新潟市北区かぶとやま,北区,かぶとやま,ホームセンター,HIRASEI遊TSUTAYA豊栄インター店,書籍・CD・DVD・文具,チェーンストア,0,0,0,0
新潟県新潟市北区松浜東町,北区,松浜東町,ドラッグストア,ドラッグセイムス松浜店,くすり・化粧品・日用品・食品,チェーンストア,0,0,0,0
新潟県新潟市北区石動,北区,石動,コンビニ,セブン-イレブン豊栄駅北店,食品・おにぎり・弁当,チェーンストア,0,0,0,0
新潟県新潟市北区神谷内,北区,神谷内,コンビニ,セブン-イレブン新潟神谷内店,食品・おにぎり・弁当,チェーンストア,0,0,0,0
新潟県新潟市北区木崎字尾山前,北区,木崎字尾山前,コンビニ,セブン-イレブン新潟木崎店,食品・雑貨,チェーンストア,0,0,0,0
新潟県新潟市北区浦木,北区,浦木,コンビニ,セブン-イレブン新潟豊栄浦木店,食品・おにぎり・弁当,チェーンストア,0,0,0,0
新潟県新潟市北区濁川,北区,濁川,コンビニ,セブン-イレブン新潟濁川インター店,コンビニエンス(弁当・ドリンク・アルコール),チェーンストア,0,0,0,0
新潟県新潟市北区かぶとやま,北区,かぶとやま,コンビニ,ファミリーマート豊栄かぶとやま店,食料品・日用品,チェーンストア,0,0,0,0
新潟県新潟市北区内島見,北区,内島見,コンビニ,ファミリーマート豊栄木崎店,食料品・日用品,チェーンストア,0,0,0,0
新潟県新潟市北区濁川,北区,濁川,コンビニ,ファミリーマート新潟濁川店,食料品・日用品,チェーンストア,0,0,0,0
新潟県新潟市北区太田,北区,太田,コンビニ,ファミリーマート豊栄太田店,食料品・日用品,チェーンストア,0,0,0,0
新潟県新潟市東区空港西,東区,空港西,食品、衣料品、生活雑貨、くすり,アトレ花かいどう店,食料品,買 う,0,0,0,0
新潟県新潟市東区向陽,東区,向陽,食品、衣料品、生活雑貨、くすり,うきべ う~庵,きもの、越後伝統織物(亀田縞)和小物,買 う,0,0,0,0
新潟県新潟市東区太平,東区,太平,食品、衣料品、生活雑貨、くすり,大阪屋河渡店,和洋菓子,買 う,0,0,0,0
新潟県新潟市東区石山,東区,石山,食品、衣料品、生活雑貨、くすり,花恋ず,パン類,買 う,0,0,0,0
新潟県新潟市東区中山,東区,中山,食品、衣料品、生活雑貨、くすり,木下精肉店,精肉店,買 う,0,0,0,0
新潟県新潟市東区中山,東区,中山,食品、衣料品、生活雑貨、くすり,クスリのたかはし薬局,医薬品・食品・化粧品・雑貨,買 う,0,1,0,0
新潟県新潟市東区中山,東区,中山,食品、衣料品、生活雑貨、くすり,暮らしの衣料ふくや,衣料品・雑貨,買 う,0,0,0,0
新潟県新潟市東区寺山,東区,寺山,食品、衣料品、生活雑貨、くすり,黒井鮮魚店,鮮魚,買 う,0,0,0,0
新潟県新潟市東区山の下町,東区,山の下町,食品、衣料品、生活雑貨、くすり,古泉酒店,酒・食品・飲料等,買 う,0,0,0,0
新潟県新潟市東区大形本町,東区,大形本町,食品、衣料品、生活雑貨、くすり,Colore(イオン新潟東店2F),婦人服・服飾雑貨,買 う,0,0,1,0
新潟県新潟市東区石山,東区,石山,食品、衣料品、生活雑貨、くすり,菜菓亭石山店,和洋菓子,買 う,0,0,0,0
新潟県新潟市東区中山,東区,中山,食品、衣料品、生活雑貨、くすり,菜菓亭中山店,和洋菓子,買 う,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,食品、衣料品、生活雑貨、くすり,菜菓亭松崎店,和洋菓子,買 う,0,0,0,0
新潟県新潟市東区江南,東区,江南,食品、衣料品、生活雑貨、くすり,田才酒店,酒類,買 う,0,0,0,0
新潟県新潟市東区山の下町,東区,山の下町,食品、衣料品、生活雑貨、くすり,東京西川チェーンアラカワ,西川羽毛掛布団・リフォーム,買 う,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,食品、衣料品、生活雑貨、くすり,とんとん市場松崎店,野菜・くだもの・米,買 う,0,0,0,0
新潟県新潟市東区上木戸,東区,上木戸,食品、衣料品、生活雑貨、くすり,なじょも産直市場,食品、生活雑貨,買 う,0,0,0,0
新潟県新潟市東区卸新町,東区,卸新町,食品、衣料品、生活雑貨、くすり,ナチュレ片山,産直野菜・無添加食品・酒類全般,買 う,0,0,0,0
新潟県新潟市東区松崎,東区,松崎,食品、衣料品、生活雑貨、くすり,花屋酒店,地酒、酒類全般,買 う,0,0,0,0
新潟県新潟市東区幸栄,東区,幸栄,食品、衣料品、生活雑貨、くすり,浜甚幸栄店,酒類・食品,買 う,0,0,0,0
新潟県新潟市東区大形本町,東区,大形本町,食品、衣料品、生活雑貨、くすり,ファッション衣料おのぎ,大形小・中学校指定体育着・婦人服,買 う,0,0,1,0
新潟県新潟市東区東中島,東区,東中島,食品、衣料品、生活雑貨、くすり,ファッションアイ石山店,紳士服・婦人服・肌着 他,買 う,0,0,1,0
新潟県新潟市東区はなみずき,東区,はなみずき,食品、衣料品、生活雑貨、くすり,マックハウス竹尾インター店,衣料品,買 う,0,0,0,0
,,,,,,,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,食品、衣料品、生活雑貨、くすり,アメリカンスクエアマツヤ新潟店,衣料品、雑貨小物,買 う,0,0,0,0
新潟県新潟市東区卸新町,東区,卸新町,食品、衣料品、生活雑貨、くすり,結納品勝月堂,結納用品,買 う,0,0,0,0
新潟県新潟市東区南紫竹,東区,南紫竹,本、文具、おもちゃ、CD、DVD,美商,旅行用品、ギフト商品、おもちゃ、雑貨,買 う,0,0,0,0
新潟県新潟市東区大形本町,東区,大形本町,家電、インテリア、家具、花、園芸,格安スマホの窓口イオン新潟東店,スマートフォン含む携帯電話、携帯電話付属品,買 う,0,0,0,0
新潟県新潟市東区中野山,東区,中野山,家電、インテリア、家具、花、園芸,eプラザ石山店,家電、住宅設備,買 う,0,0,0,0
新潟県新潟市東区山の下町,東区,山の下町,家電、インテリア、家具、花、園芸,暮らしの総合デパート・ワダ,家具・家庭用品・文具・日用雑貨,買 う,0,0,0,0
新潟県新潟市東区粟山,東区,粟山,家電、インテリア、家具、花、園芸,コング東新潟店,携帯電話,買 う,0,0,0,0
新潟県新潟市東区物見山,東区,物見山,家電、インテリア、家具、花、園芸,でんきSHOPやまぐち,家電販売,買 う,0,0,0,0
新潟県新潟市東区岡山,東区,岡山,家電、インテリア、家具、花、園芸,でんきやSUNタナカ,家電製品,買 う,0,0,0,0
新潟県新潟市東区長者町,東区,長者町,家電、インテリア、家具、花、園芸,ナカヤマデンキ,テレビ・冷蔵庫・エアコン他,買 う,0,0,0,0
新潟県新潟市東区太平,東区,太平,家電、インテリア、家具、花、園芸,パナ・トップ,テレビ・エアコン等家電製品,買 う,0,0,0,0
新潟県新潟市東区卸新町,東区,卸新町,家電、インテリア、家具、花、園芸,ビッグウッド新潟店,家具・インテリア用品販売,買 う,0,0,0,0
新潟県新潟市東区粟山,東区,粟山,家電、インテリア、家具、花、園芸,フカミオンキョー,AV・家電品販売&修理,買 う,0,0,0,0
新潟県新潟市東区大型本町,東区,大型本町,家電、インテリア、家具、花、園芸,フラワーショップたんぽぽ,生花・鉢物,買 う,0,0,0,0
新潟県新潟市東区下木戸,東区,下木戸,家電、インテリア、家具、花、園芸,吉運堂新潟東店,お仏壇・お墓・仏具・寺院用品・神社用品,買 う,0,0,0,0
新潟県新潟市東区松崎,東区,松崎,スポーツ、アウトドア用品、車、バイク,Aiport,自動車販売・車検点検・板金塗装・部品販売等,買 う,0,0,0,0
新潟県新潟市東区牡丹山,東区,牡丹山,スポーツ、アウトドア用品、車、バイク,イエローハット赤道店,カー用品,買 う,0,0,0,0
新潟県新潟市東区河渡庚,東区,河渡庚,スポーツ、アウトドア用品、車、バイク,イエローハット河渡店,カー用品,買 う,0,0,0,0
新潟県新潟市東区松浜町,東区,松浜町,スポーツ、アウトドア用品、車、バイク,海堂(新潟空港ビル内),コーヒー・ケーキ・軽食など,買 う,0,0,0,1
新潟県新潟市東区牡丹山,東区,牡丹山,スポーツ、アウトドア用品、車、バイク,クサマ自転車商会,自転車販売・修理,買 う,0,0,0,0
新潟県新潟市東区竹尾,東区,竹尾,スポーツ、アウトドア用品、車、バイク,スーパーオートバックス新潟竹尾,カー用品、タイヤ、カーナビ、バッテリー等,買 う,0,0,0,0
新潟県新潟市東区浜谷町,東区,浜谷町,スポーツ、アウトドア用品、車、バイク,トビヌケ新潟店,釣具用品一式,買 う,0,0,0,0
新潟県新潟市東区北葉町,東区,北葉町,その他,アイテックサイトウ,メガネ・時計・補聴器,買 う,0,0,0,0
新潟県新潟市東区松浜町,東区,松浜町,その他,アカシア(新潟空港ビル内),新潟土産・米・酒・鮭茶漬・銘菓,買 う,0,0,0,0
新潟県新潟市東区南紫竹,東区,南紫竹,その他,ENEOS 紫竹SS,ガソリン・軽油・灯油・洗車・カーメンテナンス,買 う,0,0,0,0
新潟県新潟市東区大形本町,東区,大形本町,その他,サイタメ 大形店,野菜花の種・苗 農業資材等,買 う,0,0,0,0
新潟県新潟市東区石山団地,東区,石山団地,その他,スギサキ,時計・メガネ・宝石・補聴器,買 う,0,0,0,0
新潟県新潟市東区若葉町,東区,若葉町,その他,ドコモショップ新潟中野山店,ドコモ携帯電話,買 う,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,その他,ドコモショップ新潟東店,ドコモ携帯電話,買 う,0,0,0,0
新潟県新潟市東区河渡字庚,東区,河渡字庚,その他,弐萬圓堂河渡店,眼鏡、補聴器,買 う,0,0,0,0
新潟県新潟市東区竹尾,東区,竹尾,その他,ハクシン新潟竹尾店,贈答品ギフト,買 う,0,0,0,0
新潟県新潟市東区はなみずき,東区,はなみずき,その他,フィッシャーズ竹尾店,釣具,買 う,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,その他,福宝 新潟東店,仏壇・墓石・仏具,買 う,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,その他,ミリオンペット松崎本店,犬・猫ペット関連,買 う,0,0,0,0
新潟県新潟市東区下木戸,東区,下木戸,旅行、宿泊,柳都トラベル,国内旅行 温泉宿 TDR、USJへの旅,楽しむ,0,0,0,0
新潟県新潟市東区牡丹山,東区,牡丹山,温泉、銭湯、リラクゼーション,赤ひげ整体院,子連れで行ける産後整体、マタニティ整体、その他肩こり・腰の痛み,楽しむ,0,0,0,0
新潟県新潟市東区豊,東区,豊,温泉、銭湯、リラクゼーション,アクシーひがし,スイミングスクール,楽しむ,0,0,0,0
新潟県新潟市東区卸新町,東区,卸新町,温泉、銭湯、リラクゼーション,アロマ・ハート,アロマ関連雑貨,楽しむ,0,0,0,0
新潟県新潟市東区中山,東区,中山,温泉、銭湯、リラクゼーション,金の湯,銭湯,楽しむ,0,0,0,0
新潟県新潟市東区山木戸,東区,山木戸,温泉、銭湯、リラクゼーション,自然療法サロンsmile,顔つぼや足つぼの施術,楽しむ,0,0,0,0
新潟県新潟市東区豊,東区,豊,スポーツ、趣味、写真、写真館,アクシー✿ユタカ,フィットネスクラブ・サッカースクール,楽しむ,0,0,0,0
新潟県新潟市東区石山団地,東区,石山団地,スポーツ、趣味、写真、写真館,写真のクリマ,写真プリント・スタジオ撮影,楽しむ,0,0,0,0
新潟県新潟市東区物見山,東区,物見山,スポーツ、趣味、写真、写真館,TaKABODYMAKE studio,パーソナルトレーニング,楽しむ,0,0,0,0
新潟県新潟市東区松浜町,東区,松浜町,その他,タイムズカー新潟空港店,レンタカー,楽しむ,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,和食、寿司、割烹,越後茶屋松崎店,海鮮料理・各種宴会,食べる,0,0,0,0
新潟県新潟市東区下場本町,東区,下場本町,和食、寿司、割烹,廻鮮丸寿司石山店,寿司他(回転寿司),食べる,0,0,0,0
新潟県新潟市東区海老ヶ瀬,東区,海老ヶ瀬,和食、寿司、割烹,くいどころ里味海老ヶ瀬店,そば・うどん・寿司,食べる,0,0,0,0
新潟県新潟市東区若葉町,東区,若葉町,和食、寿司、割烹,くいどころ里味中野山店,そば・うどん・寿司,食べる,0,0,0,0
新潟県新潟市東区紫竹,東区,紫竹,和食、寿司、割烹,こがね鮨,寿司専門店,食べる,0,0,0,0
新潟県新潟市東区新松崎,東区,新松崎,和食、寿司、割烹,小嶋屋総本店松崎店,へぎそば,食べる,0,0,0,0
新潟県新潟市東区下木戸,東区,下木戸,和食、寿司、割烹,千喜庵,そば,食べる,0,0,0,0
新潟県新潟市東区牡丹山,東区,牡丹山,和食、寿司、割烹,とんかつ政ちゃん牡丹山店,かつ丼,食べる,0,0,0,0
新潟県新潟市東区松崎,東区,松崎,和食、寿司、割烹,政家新潟松崎店,かつ丼,食べる,0,0,0,0
新潟県新潟市東区物見山,東区,物見山,和食、寿司、割烹,和の匠みやむら,日本料理・ランチメニュー,食べる,0,0,0,0
新潟県新潟市東区松崎,東区,松崎,洋食、イタリアン、フレンチ,石焼ステーキ贅松崎店,石焼きステーキレストラン,食べる,0,0,0,0
新潟県新潟市東区竹尾,東区,竹尾,洋食、イタリアン、フレンチ,お肉料理の小さなレストラン にく祥,とんかつ・ステーキ・ハンバーグ,食べる,0,0,0,0
新潟県新潟市東区上王瀬町,東区,上王瀬町,洋食、イタリアン、フレンチ,グルグルイタリア食堂,パスタ、ピッツァ、洋食,食べる,1,0,0,0
新潟県新潟市東区河渡庚,東区,河渡庚,中華、ラーメン,一兆コメリ店,ラーメン,食べる,1,0,0,0
新潟県新潟市東区浜谷町,東区,浜谷町,中華、ラーメン,吉相物見山店,ラーメン,食べる,1,0,0,0
新潟県新潟市東区東明,東区,東明,中華、ラーメン,極濃湯麺フタツメ東明店,タンメン・唐揚げ・餃子,食べる,1,0,0,0
